entry_date,exit_date,ticker,combo,ff,contracts,cost_per_contract,pnl,ret_pct
2020-03-19,2020-04-08,ADSK,21-43,0.026385927467171166,10,857.1,-581.9999999999992,-0.0679033951697584
2020-03-20,2020-04-08,CCL,20-42,0.2417719258105686,10,254.59999999999997,-91.99999999999982,-0.036135113904163324
2020-03-27,2020-04-16,LULU,21-42,0.04263333228603905,10,1032.1,-1472.0,-0.14262183896909214
2020-04-07,2020-04-23,CRM,17-45,0.010340493816852758,10,719.6,833.0000000000009,0.11575875486381336
2020-04-08,2020-04-23,ADBE,16-44,0.0017375563993597964,10,1369.6,4677.999999999998,0.3415595794392522
2020-04-09,2020-04-23,CCL,15-50,0.015818184595202123,10,252.1,-42.00000000000043,-0.016660055533518618
2020-04-17,2020-05-07,AZO,21-42,0.030345887580645492,10,4139.6,7783.000000000002,0.1880133346217026
2020-04-23,2020-05-07,DAL,15-43,0.06363116903249688,10,205.1,498.0000000000002,0.24280838615309616
2020-04-23,2020-05-14,ADBE,22-43,0.021022715181861384,10,1094.6,1613.000000000001,0.14735976612461182
2020-04-23,2020-05-14,CCL,22-43,0.018779093774741407,10,119.6,358.0000000000001,0.29933110367892984
2020-04-24,2020-05-14,BIIB,21-42,0.05939352239661977,10,1024.5999999999997,-292.0,-0.02849892641030647
2020-04-27,2020-05-14,CDNS,18-53,0.01026296998542442,10,414.6,1032.999999999999,0.24915581283164473
2020-04-27,2020-05-14,VRSN,18-53,0.0019514629502614955,10,999.6,573.0000000000019,0.05732292917166886
2020-04-30,2020-05-14,IQV,15-50,0.07881573928406893,10,834.6,-1817.0000000000005,-0.21770908219506355
2020-04-27,2020-05-21,FCX,25-81,0.09933862829891482,10,156.6,-502.0,-0.3205619412515964
2020-05-06,2020-05-21,MGM,16-44,0.021547797636403798,10,141.6,-262.0,-0.1850282485875706
2020-05-07,2020-05-21,DAL,15-50,0.1785887865352016,10,472.1,-1936.9999999999995,-0.4102944291463672
2020-05-07,2020-05-21,BSX,15-50,0.05421558201574461,10,181.1,-657.0000000000005,-0.3627829928216458
2020-05-07,2020-05-21,CNC,15-50,0.020715542421962496,10,397.1,-1342.000000000001,-0.33795013850415534
2020-04-29,2020-05-28,FFIV,30-51,0.025445898210931794,10,435.1,-3777.0,-0.8680763042978625
2020-05-01,2020-05-28,UAL,28-49,0.03483324109765751,10,199.60000000000002,867.9999999999995,0.43486973947895763
2020-05-07,2020-05-28,PCG,22-50,0.2525464364394019,10,172.60000000000002,-12.000000000000185,-0.006952491309385969
2020-05-08,2020-05-28,OXY,21-49,0.15037456523124693,10,223.6,-832.0000000000001,-0.372093023255814
2020-05-08,2020-05-28,MU,21-49,0.06712264334034779,10,312.1000000000001,612.9999999999999,0.19641140660044848
2020-05-14,2020-05-28,PYPL,15-43,0.033952240354477636,10,663.6,443.0000000000003,0.06675708257986743
2020-05-14,2020-05-28,WYNN,15-43,0.015733891336943362,10,727.1000000000001,443.0000000000003,0.06092697015541194
2020-05-14,2020-05-28,REGN,15-43,0.010329681302901017,10,2439.6,5982.999999999998,0.24524512215117225
2020-05-14,2020-05-28,UBER,15-43,0.0007519288303732274,10,242.1,73.00000000000023,0.03015282940933508
2020-05-08,2020-06-04,AKAM,28-49,0.022830924710618872,10,225.1,-1012.0,-0.4495779653487339
2020-05-08,2020-06-11,MRNA,35-70,0.06551072079213349,10,714.6,4808.000000000001,0.6728239574587183
2020-05-22,2020-06-11,DAL,21-41,0.09237610524593198,10,171.60000000000002,-82.00000000000114,-0.04778554778554844
2020-05-22,2020-06-11,ALGN,21-41,0.06036781145785697,10,944.6,6382.999999999996,0.6757357611687483
2020-05-22,2020-06-11,EA,21-41,0.043297336298078415,10,337.1,3138.000000000001,0.9308810442005342
2020-05-28,2020-06-11,LUV,15-43,0.08130978738851669,10,344.6,107.99999999999949,0.03134068485200217
2020-05-28,2020-06-11,UBER,15-43,0.06455132258462104,10,217.10000000000005,162.99999999999963,0.07508060801473956
2020-05-28,2020-06-11,CHTR,15-43,0.045622920058060235,10,1539.6,1057.9999999999995,0.06871914783060533
2020-05-28,2020-06-11,PCG,15-43,0.040537240343565095,10,176.1,-646.9999999999999,-0.3674048835888699
2020-05-28,2020-06-11,UAL,15-50,0.023452072598478813,10,401.1000000000001,2153.0,0.5367738718524058
2020-04-29,2020-06-18,AMD,51-79,0.010788362937826035,10,210.1,1002.9999999999998,0.47739171822941445
2020-04-30,2020-06-18,VRTX,50-78,0.08862714147964335,10,724.6,4108.0,0.5669334805409881
2020-05-14,2020-06-18,PODD,36-64,0.013919468557014314,10,834.6,508.0000000000007,0.060867481428229175
2020-05-15,2020-06-18,GNRC,35-63,0.10043672426808303,10,407.1,-191.99999999999946,-0.0471628592483418
2020-05-21,2020-06-18,CRL,29-57,0.13827545780437012,10,647.1000000000001,2707.999999999998,0.41848246020707736
2020-05-21,2020-06-18,TDY,29-57,0.10974597325609503,10,1269.6,3307.999999999998,0.2605545053560175
2020-05-28,2020-06-18,TXT,22-50,0.12002774422005036,10,269.6000000000001,-1342.0,-0.497774480712166
2020-05-28,2020-06-18,LYV,22-50,0.07424291182587783,10,382.1,783.0000000000001,0.20492017796388384
2020-05-28,2020-06-18,ZBRA,22-50,0.04900637297808519,10,959.6,7307.999999999998,0.7615673197165483
2020-06-04,2020-06-18,ADSK,15-43,0.06128372461414755,10,954.1,1902.9999999999982,0.19945498375432325
2020-05-28,2020-06-25,NCLH,29-50,0.05519024852376586,10,142.1,782.9999999999998,0.5510204081632651
2020-06-11,2020-06-25,PCG,15-43,0.060426220907686456,10,174.1,-556.9999999999999,-0.31993107409534743
2020-06-12,2020-07-01,CIEN,20-42,0.035526986048807885,10,199.60000000000002,-312.0,-0.156312625250501
2020-06-11,2020-07-09,MRNA,29-50,0.0642551288331854,10,474.6000000000001,3517.9999999999995,0.7412557943531393
2020-06-12,2020-07-09,LULU,28-49,0.04071371764415077,10,1042.0999999999997,3188.000000000002,0.3059207369734193
2020-06-12,2020-07-09,UBER,28-49,0.005789520830107753,10,137.6,367.99999999999994,0.26744186046511625
2020-06-16,2020-07-09,REGN,24-45,0.05889901549347143,10,1984.6000000000004,-4817.000000000006,-0.2427189358057042
2020-06-12,2020-07-16,CRM,35-70,0.03790526460810684,10,674.6,1438.0000000000002,0.21316335606285208
2020-06-16,2020-07-16,DLTR,31-66,0.01647802071137905,10,479.6000000000001,288.00000000000006,0.060050041701417846
2020-06-18,2020-07-16,ADBE,29-64,0.011399652993510978,10,1569.6,10183.0,0.6487640163098879
2020-06-22,2020-07-16,AZO,25-60,0.007212236718532106,10,4314.6,12758.000000000015,0.2956936911880595
2020-06-25,2020-07-16,ADSK,22-43,0.0453691827683913,10,794.5999999999998,2388.000000000003,0.30052856783287235
2020-07-02,2020-07-16,CIEN,15-43,0.07950012398660133,10,244.1,507.99999999999943,0.20811142974190883
2020-06-23,2020-07-23,ULTA,31-59,0.027469126305126546,10,899.6,3208.0000000000014,0.3566029346376169
2020-06-25,2020-07-23,WDAY,29-57,0.13018110853280773,10,874.6000000000001,412.99999999999824,0.047221587011204914
2020-06-30,2020-07-23,INTU,24-52,0.005089626863237662,10,1139.6,1608.0000000000002,0.14110214110214112
2020-07-16,2020-07-30,ADBE,15-43,0.015464524255270673,10,1717.1,2648.000000000001,0.15421349950497937
2020-07-23,2020-08-06,UAL,15-43,0.04883024698437821,10,254.60000000000005,1127.9999999999993,0.4430479183032204
2020-07-23,2020-08-06,DAL,15-43,0.020499522529374703,10,300.1,-931.9999999999998,-0.3105631456181272
2020-07-23,2020-08-13,LULU,22-43,0.2281489650594457,10,1582.0999999999997,-6966.999999999994,-0.4403640730674417
2020-07-23,2020-08-13,SCHW,22-43,0.021259148941482398,10,157.60000000000002,-657.0000000000002,-0.4168781725888326
2020-07-30,2020-08-13,ADBE,15-43,0.042582096036750894,10,1607.1000000000001,4578.000000000004,0.2848609296247902
2020-07-13,2020-08-20,CCL,39-67,0.017742005763287105,10,153.60000000000002,467.99999999999955,0.30468749999999967
2020-07-23,2020-08-20,BIIB,29-57,0.24608095516874617,10,1434.5999999999997,-3916.9999999999986,-0.2730377805660114
2020-07-23,2020-08-20,AZO,29-57,0.012457005274304045,10,2859.600000000001,12882.999999999996,0.4505175549027834
2020-07-23,2020-08-20,TER,29-57,0.01038393775947588,10,354.6000000000001,708.0,0.19966159052453464
2020-07-30,2020-08-20,BA,22-43,0.03866664328011238,10,714.6,1973.0000000000005,0.2760985166526729
2020-08-03,2020-08-20,TMO,18-46,0.04544703301319508,10,1269.6,583.0,0.04591997479521109
2020-08-03,2020-08-20,BSX,18-46,0.006800489164457524,10,134.1,-96.99999999999993,-0.07233407904548839
2020-08-04,2020-08-20,ZBRA,17-45,0.09026129682426709,10,1224.6,508.0000000000025,0.04148293320267863
2020-08-06,2020-08-20,UHS,15-43,0.11907849274505655,10,602.1000000000003,-3392.0000000000027,-0.563361567845873
2020-07-30,2020-08-27,AMD,29-78,0.012293700826357945,10,620.1,2797.9999999999995,0.45121754555716814
2020-08-06,2020-08-27,MRNA,22-50,0.17765148060549651,10,1059.5999999999997,-1061.9999999999995,-0.1002265005662514
2020-08-06,2020-08-27,UAL,22-50,0.16440949395100257,10,262.6,1258.0000000000002,0.47905559786747914
2020-08-13,2020-08-27,NCLH,15-50,0.17907124373362615,10,259.6,-106.99999999999994,-0.04121725731895221
2020-08-06,2020-09-03,REGN,29-50,0.009692781344687429,10,1614.6000000000004,2432.999999999994,0.1506874767744329
2020-08-13,2020-09-03,RCL,22-50,0.05169205007104405,10,532.0999999999999,-61.99999999999868,-0.011651945123096915
2020-08-20,2020-09-03,TTWO,15-57,0.04661504660702631,10,944.6,3432.9999999999995,0.36343425788693623
2020-08-20,2020-09-10,FSLR,22-43,0.0609575745886759,10,300.6,183.000000000001,0.060878243512974384
2020-08-20,2020-09-10,WYNN,22-43,0.05990272476987801,10,447.1,1578.0000000000007,0.35294117647058837
2020-08-20,2020-09-10,NOW,22-43,0.04923396495995935,10,1389.6,11707.999999999998,0.842544617156016
2020-08-20,2020-09-10,BA,22-43,0.0401229923757489,10,792.1,957.9999999999998,0.12094432521146317
2020-08-27,2020-09-10,NCLH,15-43,0.12965485264136545,10,218.6,-1.9999999999999574,-0.0009149130832570711
2020-07-23,2020-09-17,ALGN,57-85,0.040434580729764136,10,994.6,2807.9999999999977,0.2823245525839531
2020-07-30,2020-09-17,PYPL,50-78,0.004119264824035573,10,532.0999999999998,73.000000000002,0.013719225709453492
2020-08-05,2020-09-17,PTC,44-72,0.03121614587572319,10,227.10000000000005,382.9999999999998,0.16864817261118437
2020-08-06,2020-09-17,MA,43-71,0.00801828181197295,10,899.6000000000001,4397.999999999997,0.4888839484215203
2020-08-13,2020-09-17,GNRC,36-64,0.054129239943263796,10,759.5999999999999,2308.0000000000014,0.3038441284886785
2020-08-20,2020-09-17,CRL,29-57,0.14870526719081134,10,1044.5999999999997,1833.0000000000016,0.17547386559448613
2020-08-20,2020-09-17,BRO,29-57,0.0878703901247575,10,237.09999999999997,-141.99999999999963,-0.05989034162800492
2020-08-20,2020-09-17,PODD,29-57,0.06036596558557261,10,904.5999999999998,4433.000000000001,0.4900508512049527
2020-08-27,2020-09-17,IQV,22-50,0.25904261737170775,10,709.5999999999999,-116.99999999999928,-0.01648816234498299
2020-08-27,2020-09-17,UAL,22-43,0.13143061901147846,10,254.10000000000005,452.9999999999997,0.17827626918535994
2020-08-27,2020-09-17,CNC,22-43,0.1011672040932754,10,186.1,603.0000000000005,0.3240193444384742
2020-08-20,2020-09-24,CHTR,36-57,0.07692089834407012,10,1034.6000000000001,7107.999999999998,0.6870288034022808
2020-09-03,2020-09-24,UBER,22-50,0.09569175489920978,10,248.6,-266.99999999999966,-0.10740144810941257
2020-09-03,2020-09-24,BIIB,22-43,0.059634741449655415,10,859.6,1307.9999999999995,0.15216379711493713
2020-09-10,2020-09-24,AMD,15-43,0.06893279494314775,10,598.0999999999999,503.0000000000017,0.0840996488881461
2020-09-10,2020-09-24,CVNA,15-43,0.06195961605922218,10,1442.0999999999997,-957.0000000000009,-0.0663615560640733
2020-09-03,2020-10-01,DLTR,29-50,0.05167146157334446,10,253.59999999999997,-221.99999999999972,-0.08753943217665605
2020-09-10,2020-10-08,NCLH,29-50,0.11151263846500159,10,160.6,17.999999999999844,0.011207970112079604
2020-09-10,2020-10-08,LULU,29-50,0.06722221023032171,10,949.6,3143.0000000000005,0.33098146588037075
2020-09-17,2020-10-08,PYPL,22-43,0.048543396857728016,10,804.6,-1656.9999999999986,-0.20594084016902792
2020-09-17,2020-10-08,TTWO,22-43,0.02111581772263249,10,479.6,1133.0000000000005,0.23623853211009183
2020-09-18,2020-10-08,DIS,21-42,0.06901538097994853,10,393.09999999999997,-811.9999999999987,-0.20656321546680204
2020-09-18,2020-10-08,EXPE,21-42,0.030727436077205184,10,457.6000000000001,1412.9999999999989,0.3087849650349647
2020-09-10,2020-10-15,CRM,36-71,0.10063519731299841,10,1634.6,1922.9999999999995,0.11764346017374279
2020-09-17,2020-10-15,CIEN,29-64,0.062203647031010334,10,227.6,103.00000000000048,0.04525483304042201
2020-09-28,2020-10-15,SNPS,18-53,0.09077061519816976,10,1222.0999999999997,-1342.000000000001,-0.10981098109810992
2020-09-28,2020-10-15,AZO,18-53,0.07871476188200632,10,5089.6,6658.000000000002,0.13081578120088025
2020-10-01,2020-10-15,WDAY,15-43,0.08015281708920874,10,1239.6,2502.9999999999977,0.20191997418522087
2020-10-01,2020-10-15,ADSK,15-43,0.04726673058956865,10,1179.6,-1641.9999999999982,-0.13919972872160039
2020-10-01,2020-10-15,CRWD,15-43,0.038464232780775154,10,982.1,2917.999999999999,0.2971184197128601
2020-09-17,2020-10-22,ULTA,36-64,0.05025868907735176,10,969.6000000000001,2607.9999999999964,0.26897689768976857
2020-10-08,2020-10-22,LULU,15-43,0.07281526888726808,10,1819.5999999999997,1178.0000000000023,0.06473950318751388
2020-09-17,2020-10-29,ADBE,43-64,0.07243880776145106,10,1344.5999999999995,4833.000000000004,0.3594377510040165
2020-10-12,2020-10-29,MU,18-46,0.019536435773237937,10,268.6,627.9999999999999,0.23380491437081158
2020-10-14,2020-10-29,DAL,16-44,0.03779257023518001,10,259.6,722.9999999999997,0.27850539291217247
2020-10-15,2020-11-05,CRM,22-43,0.05351125248687061,10,957.0999999999998,283.0000000000011,0.029568488141260174
2020-10-15,2020-11-05,CIEN,22-43,0.028491487871223242,10,121.6,77.99999999999989,0.06414473684210517
2020-10-23,2020-11-12,LULU,21-42,0.051595741840822607,10,1199.6,1622.9999999999973,0.1352950983661218
2020-10-09,2020-11-19,CCL,42-98,0.04287214223367175,10,218.09999999999997,-446.9999999999994,-0.20495185694635465
2020-10-15,2020-11-19,UAL,36-64,0.04062900724396501,10,232.6,-1206.9999999999998,-0.5189165950128976
2020-10-21,2020-11-19,CDNS,30-58,0.04715625808200752,10,429.5999999999999,1133.0000000000005,0.2637337057728121
2020-10-27,2020-11-19,FIX,24-52,0.039796755071647594,10,219.6,-1917.0000000000002,-0.8729508196721313
2020-10-29,2020-11-19,BSX,22-43,0.041665174141043204,10,116.09999999999995,-256.9999999999999,-0.2213608957795004
2020-10-30,2020-11-19,WST,21-49,0.03358723903308203,10,1099.6,-3392.0000000000005,-0.30847580938523106
2020-11-02,2020-11-19,CRL,18-46,0.02177323391210173,10,942.0999999999998,1358.0000000000018,0.14414605668188113
2020-11-05,2020-11-19,IT,15-43,0.024218869250057562,10,642.1,-717.0000000000008,-0.11166484971188301
2020-11-05,2020-11-19,NOW,15-49,0.005026080257725329,10,2644.6,2008.000000000004,0.07592830673825925
2020-11-05,2020-11-19,ZBRA,15-43,0.0025057380457713663,10,1424.6,-1842.000000000001,-0.1292994524778886
2020-10-23,2020-11-25,ALGN,35-56,0.0381857165703281,10,1494.6,2057.9999999999977,0.13769570453633065
2020-11-05,2020-11-25,AMD,22-49,0.06452372764617476,10,415.1,778.0000000000011,0.18742471693567841
2020-11-06,2020-12-03,AAPL,28-48,0.040623533209533935,10,325.09999999999997,-36.999999999998764,-0.011381113503536995
2020-11-06,2020-12-03,PYPL,28-48,0.018509250608702565,10,502.1000000000002,1672.9999999999995,0.33320055765783685
2020-11-19,2020-12-03,REGN,15-42,0.07930872260587929,10,2064.6,683.0000000000014,0.0330814685653396
2020-11-19,2020-12-03,NOW,15-42,0.0016917793187758434,10,1999.6,5183.000000000001,0.25920184036807364
2020-11-12,2020-12-10,VRTX,29-49,0.06626097392303221,10,517.1,1983.000000000001,0.3834848191839104
2020-11-24,2020-12-10,FSLR,17-87,0.0073519736876193065,10,1044.1,752.9999999999981,0.07211952878076794
2020-11-25,2020-12-10,WDAY,16-44,0.07246842489383054,10,962.1000000000001,2487.9999999999973,0.2586009770294145
2020-11-25,2020-12-10,BSX,16-44,0.07228270330390729,10,208.6,-572.0000000000002,-0.2742090124640461
2020-11-04,2020-12-17,CNC,44-72,0.0336964482975286,10,176.59999999999997,-31.999999999999538,-0.018120045300112995
2020-11-05,2020-12-17,CHTR,43-71,0.0019582979951646706,10,1274.5999999999997,4758.000000000001,0.3732935823003297
2020-11-09,2020-12-17,BIIB,39-67,0.08476674325315758,10,1284.6000000000001,2657.9999999999973,0.20691265763661817
2020-11-10,2020-12-17,PAYC,38-66,0.01502220304966806,10,1284.6,-7192.000000000002,-0.5598629923711662
2020-11-19,2020-12-17,AKAM,29-57,0.09499758763750665,10,317.10000000000014,582.9999999999987,0.18385367391989862
2020-11-19,2020-12-17,MRNA,29-57,0.036404656968394455,10,759.6000000000001,-4591.999999999998,-0.6045286993154287
2020-11-19,2020-12-17,MCK,29-57,0.021537886806406892,10,594.6000000000001,1757.9999999999986,0.29566094853683117
2020-11-19,2020-12-17,UBER,29-57,0.0050102718394868795,10,210.59999999999997,788.0000000000006,0.37416904083570784
2020-11-19,2020-12-17,TMO,29-57,0.0001774523217799029,10,1309.5999999999997,2383.0000000000005,0.18196395846059873
2020-11-20,2020-12-17,EPAM,28-56,0.029855833141762433,10,984.6000000000001,7857.999999999999,0.7980905951655493
2020-11-20,2020-12-17,RCL,28-56,0.011973471197037844,10,492.1000000000001,2302.9999999999995,0.4679943100995731
2020-12-03,2020-12-17,ZBRA,15-43,0.11630512181421415,10,1599.6,2583.0,0.16147786946736684
2020-12-03,2020-12-17,CDNS,15-78,0.04834487283747646,10,932.1,-1767.0000000000016,-0.189571934341809
2020-12-03,2020-12-30,AMD,28-50,0.0943542666243391,10,376.1000000000001,987.9999999999991,0.2626960914650356
2020-12-03,2020-12-30,PYPL,28-50,0.06024579548639308,10,684.5999999999999,-162.0000000000001,-0.023663453111305893
2020-12-10,2020-12-30,REGN,21-43,0.0635868648647373,10,1639.6,2282.999999999999,0.1392412783605757
2020-12-10,2020-12-30,CCL,21-43,0.010594184202206591,10,165.1,108.00000000000037,0.06541490006056958
2020-12-10,2021-01-07,WDAY,29-50,0.020172160489372537,10,622.1,2318.0000000000005,0.3726089053206881
2020-12-10,2021-01-07,WYNN,29-50,0.01596723312137982,10,517.1,118.00000000000014,0.022819570682653285
2020-12-17,2021-01-07,VRTX,22-43,0.0801813544100689,10,759.6,232.9999999999995,0.030674038967877765
2020-12-17,2021-01-07,RCL,22-43,0.06956590845328559,10,437.6000000000001,-407.0000000000002,-0.09300731261425962
2020-12-17,2021-01-07,BIIB,22-43,0.05946911243690822,10,1264.6,1682.9999999999995,0.1330855606515894
2020-12-17,2021-01-07,NCLH,22-43,0.05707129652943688,10,188.6,-287.0000000000001,-0.15217391304347833
2020-12-17,2021-01-07,DLTR,22-43,0.03425110725002467,10,291.1,277.99999999999943,0.0954998282377188
2020-12-17,2021-01-07,MGM,22-43,0.027872933929855348,10,139.10000000000002,67.99999999999989,0.04888569374550674
2020-12-17,2021-01-07,ABNB,22-43,0.025362556576851603,10,1309.5999999999997,-3567.0000000000005,-0.2723732437385462
2020-12-17,2021-01-07,CNC,22-43,0.024955382407806814,10,203.1,-1441.9999999999998,-0.709995076317085
2020-12-17,2021-01-07,UBER,22-43,0.022511091295820185,10,202.60000000000005,-477.0000000000009,-0.23543928923988194
2020-12-17,2021-01-07,ADSK,22-43,0.02089697045574601,10,872.1,288.0000000000019,0.03302373581011373
2020-12-17,2021-01-07,ULTA,22-64,0.013006481306057527,10,1584.5999999999997,1258.0000000000005,0.07938912028272124
2020-11-04,2021-01-14,CVNA,72-107,0.010077180131820462,10,1069.6,-5741.99999999999,-0.536836200448765
2020-12-30,2021-01-14,CDNS,16-51,0.06514122194197691,10,697.0999999999999,-116.99999999999928,-0.016783818677377604
2020-12-30,2021-01-14,MRNA,16-51,0.0228257862088026,10,1242.1,-3027.0000000000014,-0.24370018517027625
2020-12-31,2021-01-14,LYV,15-50,0.04969815029406788,10,476.6,938.0000000000013,0.19681074276122562
2021-01-07,2021-01-21,CRWD,15-50,0.04594693574826558,10,1679.6,4798.0,0.2856632531555132
2020-12-17,2021-01-28,INTU,43-64,0.014635496916656665,10,714.5999999999999,6883.000000000001,0.9631961936747834
2021-01-08,2021-01-28,ULTA,21-42,0.04995520782421181,10,914.5999999999998,5008.000000000001,0.547561775639624
2021-01-21,2021-02-11,UAL,22-43,0.027689191518396994,10,140.10000000000005,1232.9999999999993,0.8800856531049243
2021-01-21,2021-02-11,DAL,22-43,0.00046933568849971685,10,173.1,107.99999999999969,0.06239168110918526
2021-01-22,2021-02-11,CRWD,21-42,0.0294838595213589,10,1007.1,2668.0000000000005,0.26491907457054914
2020-12-17,2021-02-18,ADBE,64-92,0.09225450620500464,10,1354.5999999999997,1308.0000000000011,0.09655987007234619
2020-12-30,2021-02-18,LULU,51-79,0.024665600692312717,10,1044.5999999999997,3453.0000000000027,0.3305571510626081
2021-01-07,2021-02-18,COST,43-71,0.003863299186077862,10,869.5999999999998,1118.0000000000018,0.128564857405704
2021-01-28,2021-02-18,AMD,22-43,0.0942157869292437,10,409.1000000000001,-82.00000000000003,-0.020043999022243953
2021-01-29,2021-02-18,TDY,21-49,0.01965797040746664,10,1504.5999999999997,-11017.000000000004,-0.7322211883557096
2021-02-01,2021-02-18,BA,18-74,0.041068411456235854,10,1869.6,882.9999999999972,0.04722935387248594
2021-02-03,2021-02-18,IDXX,16-44,0.022575308408281147,10,2024.6,-13741.999999999998,-0.678751358292996
2021-02-04,2021-02-18,CCL,15-50,0.04608128492223651,10,250.60000000000005,552.9999999999998,0.2206703910614524
2021-02-05,2021-03-04,ON,28-49,0.02577273057544094,10,142.1,557.9999999999999,0.3926812104152005
2021-02-08,2021-03-04,LLY,25-46,0.06591368197202141,10,772.6,737.9999999999993,0.09552161532487695
2021-02-09,2021-03-04,CHTR,24-45,0.017299128529274954,10,1399.6,4907.999999999997,0.3506716204629892
2021-02-10,2021-03-04,TMUS,23-44,0.02012951938840013,10,323.59999999999997,618.0000000000001,0.1909765142150804
2021-02-18,2021-03-04,AMD,15-42,0.06756838639026408,10,504.1000000000001,-2766.9999999999995,-0.5488990279706406
2021-02-18,2021-03-04,BA,15-42,0.060215852700974626,10,1102.0999999999997,833.0,0.07558297795118413
2021-02-18,2021-03-04,CCL,15-42,0.05984564545422888,10,252.1,-866.9999999999997,-0.34391114637048775
2021-02-18,2021-03-04,MGM,15-42,0.033059728411025224,10,230.1,262.9999999999997,0.11429813124728366
2021-02-18,2021-03-04,FISV,15-42,0.019325819183697135,10,410.1,847.9999999999997,0.20677883443062658
2021-02-05,2021-03-11,MSFT,35-70,0.020311568563040394,10,821.1,432.99999999999784,0.052734137133113854
2021-02-11,2021-03-11,ABT,29-49,0.00944185079884452,10,342.6,-911.9999999999997,-0.26619964973730287
2021-02-11,2021-03-11,CNC,29-49,0.0040240248801513,10,153.59999999999997,498.0,0.3242187500000001
2021-02-18,2021-03-11,REGN,22-42,0.07615730691607014,10,1534.5999999999997,432.9999999999996,0.02821582171249835
2021-02-18,2021-03-11,PYPL,22-42,0.01862595251245258,10,927.1,-6077.0,-0.6554848452162658
2021-02-03,2021-03-18,FICO,44-72,0.01685483028779311,10,1419.5999999999995,4783.000000000002,0.33692589461820255
2021-02-04,2021-03-18,BIIB,43-71,0.25590437845532255,10,1484.5999999999997,-166.9999999999982,-0.011248821231307979
2021-02-10,2021-03-18,VRTX,37-65,0.11858829370342439,10,964.6,1983.0000000000002,0.20557744142649806
2021-02-11,2021-03-18,UBER,36-64,0.010122422042454282,10,289.1000000000001,-822.0000000000002,-0.2843306814251124
2021-02-19,2021-03-18,ZBRA,28-56,0.026972044024357267,10,1579.5999999999997,-2916.999999999995,-0.18466700430488703
2021-03-04,2021-03-18,PTC,15-43,0.04284979645853193,10,537.1000000000001,1032.9999999999982,0.19232917520014856
2021-03-04,2021-03-18,IDXX,15-43,0.005143209590384501,10,1894.5999999999997,3633.000000000001,0.19175551567613225
2021-03-04,2021-03-18,ABNB,15-43,0.00223141277056893,10,1349.5999999999997,1733.0000000000036,0.12840841730883254
2021-03-04,2021-03-18,SNPS,15-43,0.0012491707427315646,10,894.6,257.9999999999989,0.028839704896042803
2021-02-11,2021-03-25,V,43-64,0.007039525642484223,10,379.1000000000001,203.0000000000001,0.053547876549723046
2021-03-04,2021-03-25,AMD,22-50,0.04069116537969597,10,487.1000000000001,-1347.000000000001,-0.2765345924861426
2021-03-04,2021-03-25,AAPL,22-50,0.01879115939499143,10,500.1000000000001,-997.0000000000001,-0.1993601279744051
2021-03-04,2021-03-25,EA,22-50,0.00883530370582708,10,338.6,457.9999999999996,0.13526284701712923
2021-03-04,2021-03-25,CRM,22-50,0.0010995291315381017,10,688.1,-676.9999999999998,-0.09838686237465481
2021-03-05,2021-03-25,CVNA,21-49,0.08024356332787552,10,2124.6,-761.9999999999989,-0.03586557469641339
2021-03-11,2021-03-25,CIEN,15-43,0.04507545855184447,10,188.1,208.0,0.11057947900053164
2021-03-11,2021-04-08,NCLH,29-50,0.10915203523586725,10,171.09999999999997,-46.999999999999886,-0.027469316189362887
2021-03-11,2021-04-08,PYPL,29-50,0.009501236916388045,10,809.5999999999999,1728.000000000003,0.213438735177866
2021-03-12,2021-04-08,WDAY,28-49,0.018509304985969033,10,712.1000000000001,1272.9999999999975,0.17876702710293457
2021-03-15,2021-04-08,REGN,25-46,0.0334471804350156,10,1499.6,758.0000000000007,0.050546812483328936
2021-03-18,2021-04-08,DASH,22-43,0.04849380553182314,10,718.0999999999999,1453.0,0.20233950703244677
2021-03-18,2021-04-08,DDOG,22-43,0.03383783786609218,10,365.1,498.0,0.13640098603122433
2021-03-18,2021-04-08,PLTR,22-43,0.022507021494059032,10,178.1,-446.9999999999998,-0.2509825940482874
2021-03-18,2021-04-08,WYNN,22-43,0.014367209356823896,10,574.6,-381.99999999999983,-0.06648103028193524
2021-03-18,2021-04-08,ABNB,22-43,0.008699755198474879,10,967.1000000000001,-1062.0000000000014,-0.10981284251887097
2021-03-19,2021-04-08,UBER,21-42,0.052704596271910154,10,250.1,-432.0000000000001,-0.17273090763694526
2021-03-23,2021-04-08,CRWD,17-59,0.004636888334589528,10,1412.0999999999997,-911.9999999999992,-0.0645846611429785
2021-03-26,2021-04-15,CIEN,21-42,0.15904570275531604,10,155.59999999999997,57.99999999999987,0.037275064267352116
2021-03-23,2021-04-22,ADSK,31-59,0.11373546607855478,10,1109.5999999999997,-5726.999999999998,-0.5161319394376351
2021-04-01,2021-04-22,TTWO,22-43,0.08087545002089191,10,567.1,-792.0,-0.139657908658085
2021-04-05,2021-04-29,ADBE,25-46,0.028071532613666017,10,967.0999999999998,-811.9999999999997,-0.0839623616999276
2021-04-08,2021-04-29,CCL,22-50,0.07780834382978963,10,189.6,-437.0,-0.23048523206751054
2021-04-09,2021-04-29,CRWD,21-49,0.03914182183959647,10,959.6000000000001,3117.9999999999964,0.32492705293872404
