ticker,combo,strike,put_strike,stock_px,front_exp,front_dte,front_iv,back_exp,back_dte,back_iv,ff,call_cost,put_cost,dbl_cost,call_delta,put_delta,front_oi,back_oi
OXY,30-60,61.0,56.0,57.83,2026-05-22,27,44.6,2026-06-18,54,39.4,0.3311,1.16,0.38,1.54,0.361,0.362,139,22938
OXY,30-90,61.0,56.0,57.83,2026-05-22,27,44.6,2026-07-17,83,38.1,0.2919,1.84,0.9,2.74,0.361,0.362,139,432
