date,account,n_positions,account_mtm
2016-05-13,104443.79999999999,3,103500.4
2016-05-16,104443.79999999999,4,104604.09999999999
2016-05-17,104443.79999999999,4,104041.59999999999
2016-05-18,104443.79999999999,4,104577.99999999999
2016-05-19,105126.79999999999,4,104376.29999999999
2016-05-20,105126.79999999999,5,104139.79999999999
2016-05-23,105126.79999999999,5,105432.79999999999
2016-05-24,105126.79999999999,5,104654.79999999999
2016-05-25,105126.79999999999,5,104884.29999999999
2016-05-26,105126.79999999999,6,104881.29999999999
2016-05-27,105126.79999999999,7,105353.29999999999
2016-05-30,105126.79999999999,7,105353.29999999999
2016-05-31,105126.79999999999,8,104688.29999999999
2016-06-01,105126.79999999999,8,103910.79999999999
