date,account,n_positions,account_mtm
2016-06-02,105126.79999999999,10,103513.99999999999
2016-06-03,105126.79999999999,10,106710.49999999999
2016-06-06,105126.79999999999,10,105166.99999999999
2016-06-07,105126.79999999999,10,106755.49999999999
2016-06-08,105126.79999999999,10,107116.99999999999
2016-06-09,105559.69999999998,8,107140.69999999998
2016-06-10,105559.69999999998,8,107716.69999999998
2016-06-13,105559.69999999998,8,109609.69999999998
2016-06-14,105559.69999999998,8,110360.19999999998
2016-06-15,105559.69999999998,8,112003.69999999998
2016-06-16,111744.19999999998,2,111302.19999999998
2016-06-17,111744.19999999998,2,111572.19999999998
2016-06-20,111744.19999999998,2,111572.19999999998
2016-06-21,111744.19999999998,3,111721.19999999998
2016-06-22,111744.19999999998,4,111667.79999999999
2016-06-23,112047.19999999998,3,111491.79999999999
2016-06-24,112047.19999999998,3,111596.79999999999
2016-06-27,112047.19999999998,3,110821.19999999998
2016-06-28,112047.19999999998,3,110942.79999999999
2016-06-29,112047.19999999998,4,111180.79999999999
2016-06-30,112047.19999999998,4,110975.79999999999
2016-07-01,112047.19999999998,4,111050.79999999999
2016-07-04,112047.19999999998,4,111050.79999999999
2016-07-05,112047.19999999998,4,110710.79999999999
2016-07-06,112047.19999999998,4,112686.79999999999
2016-07-07,111355.19999999998,3,111485.79999999999
2016-07-08,111355.19999999998,5,109175.79999999999
2016-07-11,111355.19999999998,5,109365.79999999999
2016-07-12,111355.19999999998,5,110030.79999999999
2016-07-13,111355.19999999998,5,109496.79999999999
2016-07-14,110756.19999999998,3,109376.29999999999
2016-07-15,110756.19999999998,3,109773.79999999999
2016-07-18,110756.19999999998,3,109156.29999999999
2016-07-19,110756.19999999998,3,109578.79999999999
2016-07-20,110756.19999999998,4,108860.29999999999
2016-07-21,110756.19999999998,5,109309.29999999999
2016-07-22,110756.19999999998,5,108779.29999999999
2016-07-25,110756.19999999998,5,108536.79999999999
2016-07-26,110756.19999999998,5,108984.29999999999
2016-07-27,110756.19999999998,5,109411.79999999999
2016-07-28,110755.19999999998,5,108987.79999999999
2016-07-29,110755.19999999998,5,108747.79999999999
2016-08-01,110755.2,6,108314.4
2016-08-02,110755.2,6,107239.4
2016-08-03,110755.2,6,108534.4
2016-08-04,109023.2,5,108208.4
2016-08-05,109023.2,5,108093.4
2016-08-08,109023.2,5,109448.4
2016-08-09,109023.2,5,108888.4
2016-08-10,109023.19999999998,7,109536.59999999999
2016-08-11,109023.2,8,108084.2
2016-08-12,109023.2,8,109902.2
2016-08-15,109023.2,9,110040.4
2016-08-16,109023.2,9,110546.9
2016-08-17,109023.2,9,111775.9
2016-08-18,109752.4,7,110540.5
2016-08-19,109752.4,8,108882.5
2016-08-22,109752.4,8,110698.5
2016-08-23,109752.4,8,111336.0
2016-08-24,109752.4,8,111584.5
2016-08-25,110083.79999999999,8,109998.59999999999
2016-08-26,110083.79999999999,9,110939.4
2016-08-29,110083.79999999999,10,111171.59999999999
2016-08-30,110083.79999999999,10,112176.59999999999
2016-08-31,110083.79999999999,10,112414.09999999999
2016-09-01,110016.79999999999,11,112874.09999999999
2016-09-02,110016.79999999999,12,112877.4
2016-09-05,110016.79999999999,12,112877.4
2016-09-06,110016.79999999999,12,114899.9
2016-09-07,110016.79999999999,13,115628.9
2016-09-08,110689.49999999999,11,116240.49999999999
2016-09-09,110689.49999999999,11,116197.99999999999
2016-09-12,110689.49999999999,12,118214.49999999999
2016-09-13,110689.49999999999,12,116446.99999999999
2016-09-14,110689.49999999999,12,115588.99999999999
2016-09-15,119641.4,4,116729.2
2016-09-16,119641.4,4,116869.2
2016-09-19,119641.4,5,116963.2
2016-09-20,119641.4,5,116658.2
2016-09-21,119641.4,6,117643.2
2016-09-22,120656.0,5,117256.0
2016-09-23,120655.99999999999,7,116909.59999999999
2016-09-26,120655.99999999999,7,117429.59999999999
2016-09-27,120655.99999999999,7,117267.09999999999
2016-09-28,120655.99999999999,7,118250.59999999999
2016-09-29,121318.99999999999,6,119124.59999999999
2016-09-30,121318.99999999999,6,117513.59999999999
2016-10-03,121318.99999999999,6,118843.59999999999
2016-10-04,121318.99999999999,6,119101.09999999999
2016-10-05,121318.99999999999,6,119576.09999999999
2016-10-06,119061.99999999999,5,119822.59999999999
2016-10-07,119061.99999999999,5,119935.09999999999
2016-10-10,119061.99999999999,5,119524.4
2016-10-11,119061.99999999999,5,120391.09999999999
2016-10-12,119061.99999999999,5,119712.59999999999
2016-10-13,118931.4,3,120327.29999999999
2016-10-14,118931.4,4,120396.29999999999
2016-10-17,118931.4,4,119076.29999999999
2016-10-18,118931.4,4,119438.79999999999
2016-10-19,118931.4,4,119288.79999999999
2016-10-20,120143.19999999998,1,118372.19999999998
2016-10-21,120143.19999999998,1,118557.19999999998
2016-10-24,120143.19999999998,1,118462.19999999998
2016-10-25,120143.19999999998,1,118382.19999999998
2016-10-26,120143.19999999998,1,119032.19999999998
2016-10-27,120143.19999999998,1,118692.19999999998
2016-10-28,120143.19999999998,1,118587.19999999998
2016-10-31,120143.19999999998,1,118872.19999999998
2016-11-01,120143.19999999998,1,119112.19999999998
2016-11-02,120143.19999999998,1,118847.19999999998
2016-11-03,120143.19999999998,1,118352.19999999998
2016-11-04,120143.19999999998,1,118617.19999999998
2016-11-07,120143.19999999998,2,118301.19999999998
2016-11-08,120143.19999999998,2,118346.19999999998
2016-11-09,120143.19999999998,2,117676.19999999998
2016-11-10,118916.19999999998,1,117120.19999999998
2016-11-11,118916.19999999998,2,116874.19999999998
2016-11-14,118916.19999999998,2,117189.19999999998
2016-11-15,118916.19999999998,2,118164.19999999998
2016-11-16,118916.19999999998,2,118694.19999999998
2016-11-17,118916.19999999998,5,118151.19999999998
2016-11-18,118916.19999999998,5,120001.19999999998
2016-11-21,118916.19999999998,5,119606.19999999998
2016-11-22,118916.19999999998,5,120746.19999999998
2016-11-23,118916.19999999998,5,120341.19999999998
2016-11-24,118916.19999999998,5,120341.19999999998
2016-11-25,118916.19999999998,5,118221.19999999998
2016-11-28,118916.19999999998,6,120525.19999999998
2016-11-29,118916.19999999998,7,120469.19999999998
2016-11-30,118916.19999999998,8,117293.19999999998
2016-12-01,121942.19999999998,7,120196.19999999998
2016-12-02,121942.19999999998,7,119411.19999999998
2016-12-05,121942.19999999998,7,120691.19999999998
2016-12-06,121942.19999999998,8,119925.19999999998
2016-12-07,121942.19999999998,8,120055.19999999998
2016-12-08,121942.19999999998,8,120865.19999999998
2016-12-09,121942.19999999998,8,120305.19999999998
2016-12-12,121942.19999999998,8,120565.19999999998
2016-12-13,121942.19999999998,10,121973.19999999998
2016-12-14,121942.19999999998,10,121282.19999999998
2016-12-15,126217.19999999998,5,126357.19999999998
2016-12-16,126217.19999999998,6,125421.19999999998
2016-12-19,126217.19999999998,7,126010.19999999998
2016-12-20,126217.19999999998,8,125674.19999999998
2016-12-21,126217.19999999998,8,126264.19999999998
2016-12-22,126217.19999999998,9,127784.19999999998
2016-12-23,126217.19999999998,9,128128.19999999998
2016-12-26,126217.19999999998,9,128128.19999999998
2016-12-27,126217.19999999998,9,128758.19999999998
2016-12-28,126217.19999999998,9,129578.19999999998
2016-12-29,128075.19999999998,8,129913.19999999998
2016-12-30,128075.19999999998,8,129257.19999999998
2017-01-02,128075.19999999998,8,129257.19999999998
2017-01-03,128075.19999999998,8,133932.19999999998
2017-01-04,128075.19999999998,8,135308.19999999998
2017-01-05,133592.19999999998,6,134331.19999999998
2017-01-06,133592.19999999998,6,134636.19999999998
2017-01-09,133592.19999999998,6,134216.19999999998
2017-01-10,133592.19999999998,6,135281.19999999998
2017-01-11,133592.19999999998,6,134486.19999999998
2017-01-12,133592.19999999998,6,134701.19999999998
2017-01-13,133592.19999999998,6,134346.19999999998
2017-01-16,133592.19999999998,6,134346.19999999998
2017-01-17,133592.19999999998,6,134781.19999999998
2017-01-18,133592.19999999998,7,135790.19999999998
2017-01-19,135240.19999999998,1,135019.19999999998
2017-01-20,135240.19999999998,1,134999.19999999998
2017-01-23,135240.19999999998,1,134924.19999999998
2017-01-24,135240.19999999998,2,134788.19999999998
2017-01-25,135240.19999999998,2,133878.19999999998
2017-01-26,135240.19999999998,2,132883.19999999998
2017-01-27,135240.19999999998,2,134168.19999999998
2017-01-30,135240.19999999998,2,132478.19999999998
2017-01-31,135240.19999999998,2,133178.19999999998
2017-02-01,135240.19999999998,2,131313.19999999998
2017-02-02,135240.19999999998,3,135177.19999999998
2017-02-03,135240.19999999998,4,135271.19999999998
2017-02-06,135240.19999999998,4,134316.19999999998
2017-02-07,135240.19999999998,4,136671.19999999998
2017-02-08,135240.19999999998,4,140871.19999999998
2017-02-09,135240.19999999998,4,142056.19999999998
2017-02-10,135240.19999999998,4,142426.19999999998
2017-02-13,135240.19999999998,5,143255.19999999998
2017-02-14,135240.19999999998,6,140890.19999999998
2017-02-15,135240.19999999998,7,141909.19999999998
2017-02-16,143104.19999999998,4,142480.19999999998
2017-02-17,143104.19999999998,4,143450.19999999998
2017-02-20,143104.19999999998,4,143450.19999999998
2017-02-21,143104.19999999998,4,142675.19999999998
2017-02-22,143104.19999999998,4,143340.19999999998
2017-02-23,143104.19999999998,4,142495.19999999998
2017-02-24,143104.19999999998,5,142624.19999999998
2017-02-27,143104.19999999998,5,145154.19999999998
2017-02-28,143104.19999999998,5,147625.19999999998
2017-03-01,143104.19999999998,5,147500.19999999998
2017-03-02,147593.19999999998,2,148222.19999999998
2017-03-03,147593.19999999998,2,147097.19999999998
2017-03-06,147593.19999999998,2,147522.19999999998
2017-03-07,147593.19999999998,2,146772.19999999998
2017-03-08,147593.19999999998,2,146247.19999999998
2017-03-09,147593.19999999998,2,146747.19999999998
2017-03-10,147593.19999999998,2,145972.19999999998
2017-03-13,147593.19999999998,2,145951.19999999998
2017-03-14,147593.19999999998,2,146401.19999999998
2017-03-15,147593.19999999998,3,148151.19999999998
2017-03-16,147593.19999999998,3,148875.19999999998
2017-03-17,147593.19999999998,3,147925.19999999998
2017-03-20,147593.19999999998,3,148181.19999999998
2017-03-21,147593.19999999998,4,148370.19999999998
2017-03-22,147593.19999999998,4,148150.19999999998
2017-03-23,149134.19999999998,2,149462.19999999998
2017-03-24,149134.19999999998,2,149432.19999999998
2017-03-27,149134.19999999998,2,149687.19999999998
2017-03-28,149134.19999999998,2,149607.19999999998
2017-03-29,149134.19999999998,2,149572.19999999998
2017-03-30,149072.19999999998,1,149171.19999999998
2017-03-31,149072.19999999998,1,149121.19999999998
2017-04-03,149072.19999999998,1,149216.19999999998
2017-04-04,149072.19999999998,2,149130.19999999998
2017-04-05,149072.19999999998,2,148620.19999999998
2017-04-06,149072.19999999998,2,148565.19999999998
2017-04-07,149072.19999999998,2,150610.19999999998
2017-04-10,149072.19999999998,2,151890.19999999998
2017-04-11,149072.19999999998,3,152709.19999999998
2017-04-12,149072.19999999998,3,153409.19999999998
2017-04-13,149072.19999999998,3,152114.19999999998
2017-04-14,149072.19999999998,3,152114.19999999998
2017-04-17,149072.19999999998,3,151959.19999999998
2017-04-18,149072.19999999998,3,152779.19999999998
2017-04-19,149072.19999999998,3,154399.19999999998
2017-04-20,153733.19999999998,1,153687.19999999998
2017-04-21,153733.19999999998,1,153607.19999999998
2017-04-24,153733.19999999998,2,153626.19999999998
2017-04-25,153733.19999999998,2,153576.19999999998
2017-04-26,153733.19999999998,2,153711.19999999998
2017-04-27,153733.19999999998,2,153766.19999999998
2017-04-28,153733.19999999998,2,153836.19999999998
2017-05-01,153733.19999999998,2,153656.19999999998
2017-05-02,153733.19999999998,2,153831.19999999998
2017-05-03,153733.19999999998,2,153966.19999999998
2017-05-04,154021.19999999998,4,153487.19999999998
2017-05-05,154021.19999999998,5,153231.19999999998
2017-05-08,154021.19999999998,5,151521.19999999998
2017-05-09,154021.19999999998,5,151256.19999999998
2017-05-10,154021.19999999998,5,151001.19999999998
2017-05-11,154021.19999999998,5,151736.19999999998
2017-05-12,154021.19999999998,5,151226.19999999998
2017-05-15,154021.19999999998,5,150946.19999999998
2017-05-16,154021.19999999998,6,149686.19999999998
2017-05-17,154021.19999999998,6,151375.19999999998
2017-05-18,155840.19999999998,4,155312.19999999998
2017-05-19,155840.19999999998,4,155362.19999999998
2017-05-22,155840.19999999998,4,155802.19999999998
2017-05-23,155840.19999999998,4,155472.19999999998
2017-05-24,155840.19999999998,5,159990.19999999998
2017-05-25,161823.19999999998,6,161962.19999999998
2017-05-26,161823.19999999998,6,162147.19999999998
2017-05-29,161823.19999999998,6,162147.19999999998
2017-05-30,161823.19999999998,6,161542.19999999998
2017-05-31,161823.19999999998,7,162296.19999999998
2017-06-01,162181.19999999998,6,163555.19999999998
2017-06-02,162181.19999999998,6,162530.19999999998
2017-06-05,162181.19999999998,6,163520.19999999998
2017-06-06,162181.19999999998,6,164655.19999999998
2017-06-07,162181.19999999998,6,162835.19999999998
2017-06-08,162181.19999999998,6,162371.19999999998
2017-06-09,162181.19999999998,6,164810.19999999998
2017-06-12,162181.19999999998,6,167780.19999999998
2017-06-13,162181.19999999998,6,169650.19999999998
2017-06-14,162181.19999999998,6,172260.19999999998
2017-06-15,174351.19999999998,1,174085.19999999998
2017-06-16,174351.19999999998,1,174325.19999999998
2017-06-19,174351.19999999998,1,174325.19999999998
2017-06-20,174351.19999999998,1,174105.19999999998
2017-06-21,174351.19999999998,2,174189.19999999998
2017-06-22,174351.19999999998,3,174343.19999999998
2017-06-23,174351.19999999998,3,174158.19999999998
2017-06-26,174351.19999999998,3,174163.19999999998
2017-06-27,174351.19999999998,3,173968.19999999998
2017-06-28,174351.19999999998,3,174433.19999999998
2017-06-29,174351.19999999998,3,174033.19999999998
2017-06-30,174351.19999999998,3,173923.19999999998
2017-07-03,174351.19999999998,3,172113.19999999998
2017-07-04,174351.19999999998,3,172113.19999999998
2017-07-05,174351.19999999998,3,174173.19999999998
2017-07-06,174351.19999999998,3,174233.19999999998
2017-07-07,174351.19999999998,4,175342.19999999998
2017-07-10,174351.19999999998,4,174737.19999999998
2017-07-11,174351.19999999998,4,173902.19999999998
2017-07-12,174351.19999999998,5,173991.19999999998
2017-07-13,175119.19999999998,6,175038.19999999998
2017-07-14,175119.19999999998,6,174818.19999999998
2017-07-17,175119.19999999998,6,175083.19999999998
2017-07-18,175119.19999999998,6,175928.19999999998
2017-07-19,175119.19999999998,6,175648.19999999998
2017-07-20,177505.19999999998,4,175486.19999999998
2017-07-21,177505.19999999998,4,175996.19999999998
2017-07-24,177505.19999999998,4,176051.19999999998
2017-07-25,177505.19999999998,4,176531.19999999998
2017-07-26,177505.19999999998,4,176432.19999999998
2017-07-27,177774.19999999998,1,177253.19999999998
2017-07-28,177774.19999999998,2,177032.19999999998
2017-07-31,177774.19999999998,3,175486.19999999998
2017-08-01,177774.19999999998,5,174074.19999999998
2017-08-02,177774.19999999998,7,174067.19999999998
2017-08-03,177774.19999999998,10,177304.19999999998
2017-08-04,177774.19999999998,10,175994.19999999998
2017-08-07,177774.19999999998,10,176029.19999999998
2017-08-08,177774.19999999998,10,180204.19999999998
2017-08-09,177774.19999999998,11,178288.19999999998
2017-08-10,177774.19999999998,11,182238.19999999998
2017-08-11,177774.19999999998,11,185248.19999999998
2017-08-14,177774.19999999998,12,183377.19999999998
2017-08-15,177774.19999999998,12,185952.19999999998
2017-08-16,177774.19999999998,12,183132.19999999998
2017-08-17,192488.19999999998,4,192904.19999999998
2017-08-18,192488.19999999998,5,194158.19999999998
2017-08-21,192488.19999999998,5,193698.19999999998
2017-08-22,192488.19999999998,5,194993.19999999998
2017-08-23,192488.19999999998,5,195543.19999999998
2017-08-24,192488.19999999998,6,197342.19999999998
2017-08-25,192488.19999999998,6,195507.19999999998
2017-08-28,192488.19999999998,6,199172.19999999998
2017-08-29,192488.19999999998,6,199802.19999999998
2017-08-30,192488.19999999998,8,200250.19999999998
2017-08-31,192488.19999999998,12,197821.19999999998
2017-09-01,192488.19999999998,12,199381.19999999998
2017-09-04,192488.19999999998,12,199381.19999999998
2017-09-05,192488.19999999998,12,203531.19999999998
2017-09-06,192488.19999999998,12,203591.19999999998
2017-09-07,202979.19999999998,10,207709.19999999998
2017-09-08,202979.19999999998,12,208332.19999999998
2017-09-11,202979.19999999998,12,206708.19999999998
2017-09-12,202979.19999999998,12,206088.19999999998
2017-09-13,202979.19999999998,12,206383.19999999998
2017-09-14,207833.19999999998,5,202733.19999999998
2017-09-15,207833.19999999998,5,205428.19999999998
2017-09-18,207833.19999999998,5,205193.19999999998
2017-09-19,207833.19999999998,5,205873.19999999998
2017-09-20,207833.19999999998,5,205678.19999999998
2017-09-21,207771.19999999998,5,205261.19999999998
2017-09-22,207771.19999999998,5,204031.19999999998
2017-09-25,207771.19999999998,5,203111.19999999998
2017-09-26,207771.19999999998,5,204821.19999999998
2017-09-27,207771.19999999998,5,206971.19999999998
2017-09-28,209062.19999999998,3,207099.19999999998
2017-09-29,209062.19999999998,3,208415.19999999998
2017-10-02,209062.19999999998,3,208489.19999999998
2017-10-03,209062.19999999998,3,208925.19999999998
2017-10-04,209062.19999999998,3,208520.19999999998
2017-10-05,209471.19999999998,1,209325.19999999998
2017-10-06,209471.19999999998,2,208904.19999999998
2017-10-09,209471.19999999998,2,209324.19999999998
2017-10-10,209471.19999999998,2,209474.19999999998
2017-10-11,209471.19999999998,2,209324.19999999998
2017-10-12,209471.19999999998,3,209293.19999999998
2017-10-13,209471.19999999998,4,208447.19999999998
2017-10-16,209471.19999999998,4,208517.19999999998
2017-10-17,209471.19999999998,4,208747.19999999998
2017-10-18,209471.19999999998,4,208412.19999999998
2017-10-19,209471.19999999998,4,209622.19999999998
2017-10-20,209471.19999999998,4,210127.19999999998
2017-10-23,209471.19999999998,4,210857.19999999998
2017-10-24,209471.19999999998,4,209182.19999999998
2017-10-25,209471.19999999998,5,212846.19999999998
2017-10-26,210587.19999999998,3,209810.19999999998
2017-10-27,210587.19999999998,3,209684.19999999998
2017-10-30,210587.19999999998,3,212529.19999999998
2017-10-31,210587.19999999998,3,213954.19999999998
2017-11-01,210587.19999999998,5,211358.19999999998
2017-11-02,215183.19999999998,4,213944.19999999998
2017-11-03,215183.19999999998,4,217189.19999999998
2017-11-06,215183.19999999998,4,216619.19999999998
2017-11-07,215183.19999999998,5,216258.19999999998
2017-11-08,215183.19999999998,5,217298.19999999998
2017-11-09,215183.19999999998,5,217608.19999999998
2017-11-10,215183.19999999998,6,218952.19999999998
2017-11-13,215183.19999999998,6,219587.19999999998
2017-11-14,215183.19999999998,6,218642.19999999998
2017-11-15,215183.19999999998,6,221217.19999999998
2017-11-16,215721.19999999998,5,220981.19999999998
2017-11-17,215721.19999999998,7,220024.19999999998
2017-11-20,215721.19999999998,7,217744.19999999995
2017-11-21,215721.19999999998,7,215700.19999999998
2017-11-22,220612.19999999998,6,219316.19999999998
2017-11-23,220612.19999999998,6,219316.19999999998
2017-11-24,220612.19999999998,6,219951.19999999998
2017-11-27,220612.19999999998,6,216126.19999999998
2017-11-28,220612.19999999998,8,215640.19999999998
2017-11-29,220612.19999999998,8,213529.19999999998
2017-11-30,220612.19999999998,9,214409.19999999998
2017-12-01,220612.19999999998,9,217488.19999999998
2017-12-04,220612.19999999998,9,218118.19999999998
2017-12-05,220612.19999999998,9,220073.19999999998
2017-12-06,220612.19999999998,9,223633.19999999998
2017-12-07,219440.19999999998,10,223760.19999999998
2017-12-08,219440.19999999998,11,222479.19999999998
2017-12-11,219440.19999999998,11,226854.19999999998
2017-12-12,219440.19999999998,12,229013.19999999998
2017-12-13,219440.19999999998,12,229478.19999999998
2017-12-14,231518.19999999998,8,228225.19999999998
2017-12-15,231518.19999999998,10,231798.19999999998
2017-12-18,231518.19999999998,10,231153.19999999998
2017-12-19,231518.19999999998,10,234333.19999999998
2017-12-20,231518.19999999998,10,237528.2
2017-12-21,239201.19999999998,11,236645.19999999998
2017-12-22,239201.19999999998,13,236033.19999999998
2017-12-25,239201.19999999998,13,236033.19999999998
2017-12-26,239201.19999999998,13,235834.19999999998
2017-12-27,239201.19999999998,13,237674.19999999998
2017-12-28,239201.19999999998,13,235924.19999999998
2017-12-29,239201.19999999998,13,234974.19999999998
2018-01-01,239201.19999999998,13,234974.19999999998
2018-01-02,239201.19999999998,13,237829.19999999998
2018-01-03,239201.19999999998,13,238398.19999999998
2018-01-04,237540.19999999998,7,237513.19999999998
2018-01-05,237540.19999999998,9,235331.19999999998
2018-01-08,237540.19999999998,9,235571.19999999998
2018-01-09,237540.19999999998,9,236836.19999999998
2018-01-10,237540.19999999998,9,236806.19999999998
2018-01-11,237540.19999999998,9,239016.19999999998
2018-01-12,237540.19999999998,9,241646.19999999998
2018-01-15,237540.19999999998,9,241646.19999999998
2018-01-16,237540.19999999998,9,242491.19999999998
2018-01-17,237540.19999999998,9,245277.19999999998
2018-01-18,236175.19999999998,5,243160.19999999998
2018-01-19,236175.19999999998,5,241445.19999999998
2018-01-22,236175.19999999998,5,246410.19999999998
2018-01-23,236175.19999999998,5,246690.19999999998
2018-01-24,236175.19999999998,5,246880.19999999998
2018-01-25,252566.19999999998,4,252077.19999999998
2018-01-26,252566.19999999998,4,250362.19999999998
2018-01-29,252566.19999999998,4,251802.19999999998
2018-01-30,252566.19999999998,4,252867.19999999998
2018-01-31,252566.19999999998,4,252087.19999999998
2018-02-01,252397.19999999998,4,251493.19999999998
2018-02-02,252397.19999999998,5,250122.19999999998
2018-02-05,252397.19999999998,5,247822.19999999998
2018-02-06,252397.19999999998,5,248277.19999999998
2018-02-07,252397.19999999998,5,249042.19999999998
2018-02-08,251565.19999999998,4,244276.19999999998
2018-02-09,251565.19999999998,4,252152.19999999998
2018-02-12,251565.19999999998,4,249401.19999999998
2018-02-13,251565.19999999998,4,253377.19999999998
2018-02-14,251565.19999999998,6,252334.19999999998
2018-02-15,254781.19999999998,6,253935.19999999998
2018-02-16,254781.19999999998,7,254509.19999999998
2018-02-19,254781.19999999998,7,254509.19999999998
2018-02-20,254781.19999999998,7,256214.19999999998
2018-02-21,254781.19999999998,7,253849.19999999998
2018-02-22,258714.19999999998,6,257063.19999999998
2018-02-23,258714.19999999998,7,262262.19999999995
2018-02-26,258714.19999999998,7,260002.19999999998
2018-02-27,258714.19999999998,8,259777.19999999998
2018-02-28,258714.19999999998,9,260397.19999999998
2018-03-01,263323.19999999995,8,262195.19999999995
2018-03-02,263323.19999999995,8,261600.19999999998
2018-03-05,263323.19999999995,9,264834.19999999995
2018-03-06,263323.19999999995,9,266409.19999999995
2018-03-07,263323.19999999995,9,266629.19999999995
2018-03-08,263726.19999999995,9,265917.19999999995
2018-03-09,263726.19999999995,9,265747.19999999995
2018-03-12,263726.19999999995,9,261572.19999999998
2018-03-13,263726.19999999995,9,267052.19999999995
2018-03-14,263726.19999999995,9,268557.19999999995
2018-03-15,270246.19999999995,5,269746.19999999995
2018-03-16,270246.19999999995,6,268880.19999999995
2018-03-19,270246.19999999995,6,270775.19999999995
2018-03-20,270246.19999999995,6,270945.19999999995
2018-03-21,270246.19999999995,6,271345.19999999995
2018-03-22,269994.2,7,272887.19999999995
2018-03-23,269994.2,7,269967.19999999995
2018-03-26,269994.2,7,275202.19999999995
2018-03-27,269994.2,7,273852.2
2018-03-28,272277.19999999995,7,275460.19999999995
2018-03-29,272277.19999999995,8,278394.19999999995
2018-03-30,272277.19999999995,8,278394.19999999995
2018-04-02,272277.19999999995,8,277369.19999999995
2018-04-03,272277.19999999995,8,278939.19999999995
2018-04-04,272277.19999999995,8,284844.19999999995
2018-04-05,281504.19999999995,5,282339.19999999995
2018-04-06,281504.19999999995,6,281828.19999999995
2018-04-09,281504.19999999995,6,280408.19999999995
2018-04-10,281504.19999999995,6,283108.19999999995
2018-04-11,281504.19999999995,6,282888.19999999995
2018-04-12,281504.19999999995,7,284177.19999999995
2018-04-13,281504.19999999995,7,282547.19999999995
2018-04-16,281504.19999999995,7,279777.19999999995
2018-04-17,281504.19999999995,7,281772.19999999995
2018-04-18,281504.19999999995,7,284442.19999999995
2018-04-19,282883.19999999995,4,282944.19999999995
2018-04-20,282883.19999999995,4,281054.19999999995
2018-04-23,282883.19999999995,4,282384.19999999995
2018-04-24,282883.19999999995,4,284479.19999999995
2018-04-25,282883.19999999995,4,287654.19999999995
2018-04-26,291137.19999999995,1,291696.19999999995
2018-04-27,291137.19999999995,2,291585.19999999995
2018-04-30,291137.19999999995,2,291070.19999999995
2018-05-01,291137.19999999995,2,292045.19999999995
2018-05-02,291137.19999999995,2,291175.19999999995
2018-05-03,293320.19999999995,1,293024.19999999995
2018-05-04,293320.19999999995,1,293324.19999999995
2018-05-07,293320.19999999995,1,293324.19999999995
2018-05-08,293320.19999999995,1,293324.19999999995
2018-05-09,293320.19999999995,1,293324.19999999995
2018-05-10,293320.19999999995,2,293578.19999999995
2018-05-11,293320.19999999995,2,293408.19999999995
2018-05-14,293320.19999999995,3,293662.19999999995
2018-05-15,293320.19999999995,3,293292.19999999995
2018-05-16,293320.19999999995,3,292997.19999999995
2018-05-17,294603.19999999995,3,294145.19999999995
2018-05-18,294603.19999999995,3,293500.19999999995
2018-05-21,294603.19999999995,3,292350.19999999995
2018-05-22,294603.19999999995,3,292855.19999999995
2018-05-23,294603.19999999995,5,292683.19999999995
2018-05-24,295856.19999999995,5,294606.19999999995
2018-05-25,295856.19999999995,6,295136.19999999995
2018-05-28,295856.19999999995,6,295136.19999999995
2018-05-29,295856.19999999995,6,295496.19999999995
2018-05-30,295856.19999999995,6,296250.19999999995
2018-05-31,295856.19999999995,7,296939.19999999995
2018-06-01,295856.19999999995,8,295588.19999999995
2018-06-04,295856.19999999995,9,295852.19999999995
2018-06-05,295856.19999999995,9,297497.19999999995
2018-06-06,295856.19999999995,9,297162.19999999995
2018-06-07,300335.19999999995,7,300043.19999999995
2018-06-08,300335.19999999995,8,300617.19999999995
2018-06-11,300335.19999999995,9,301976.19999999995
2018-06-12,300335.19999999995,10,300375.19999999995
2018-06-13,300335.19999999995,11,299049.19999999995
2018-06-14,298244.19999999995,8,297246.19999999995
2018-06-15,298244.19999999995,9,298550.19999999995
2018-06-18,298244.19999999995,9,298701.19999999995
2018-06-19,298244.19999999995,9,298701.19999999995
2018-06-20,298244.19999999995,9,302422.19999999995
2018-06-21,302055.19999999995,8,310872.19999999995
2018-06-22,302055.19999999995,9,315721.19999999995
